label,filename
0,face_seg_0000.npy
0,face_seg_0001.npy
0,face_seg_0002.npy
0,face_seg_0003.npy
0,face_seg_0004.npy
0,face_seg_0005.npy
0,face_seg_0006.npy
0,face_seg_0007.npy
0,face_seg_0008.npy
0,face_seg_0009.npy
0,face_seg_0010.npy
0,face_seg_0011.npy
0,face_seg_0012.npy
0,face_seg_0013.npy
0,face_seg_0014.npy
0,face_seg_0015.npy
0,face_seg_0016.npy
0,face_seg_0017.npy
0,face_seg_0018.npy
0,face_seg_0019.npy
0,face_seg_0020.npy
0,face_seg_0021.npy
0,face_seg_0022.npy
0,face_seg_0023.npy
0,face_seg_0024.npy
0,face_seg_0025.npy
0,face_seg_0026.npy
0,face_seg_0027.npy
0,face_seg_0028.npy
0,face_seg_0029.npy
0,face_seg_0030.npy
0,face_seg_0031.npy
0,face_seg_0032.npy
0,face_seg_0033.npy
0,face_seg_0034.npy
0,face_seg_0035.npy
0,face_seg_0036.npy
0,face_seg_0037.npy
0,face_seg_0038.npy
0,face_seg_0039.npy
0,face_seg_0040.npy
0,face_seg_0041.npy
0,face_seg_0042.npy
0,face_seg_0043.npy
0,face_seg_0044.npy
0,face_seg_0045.npy
0,face_seg_0046.npy
0,face_seg_0047.npy
0,face_seg_0048.npy
0,face_seg_0049.npy
0,face_seg_0050.npy
0,face_seg_0051.npy
0,face_seg_0052.npy
0,face_seg_0053.npy
0,face_seg_0054.npy
0,face_seg_0055.npy
0,face_seg_0056.npy
0,face_seg_0057.npy
0,face_seg_0058.npy
0,face_seg_0059.npy
0,face_seg_0060.npy
0,face_seg_0061.npy
0,face_seg_0062.npy
0,face_seg_0063.npy
0,face_seg_0064.npy
0,face_seg_0065.npy
0,face_seg_0066.npy
0,face_seg_0067.npy
0,face_seg_0068.npy
0,face_seg_0069.npy
0,face_seg_0070.npy
0,face_seg_0071.npy
0,face_seg_0072.npy
0,face_seg_0073.npy
0,face_seg_0074.npy
0,face_seg_0075.npy
0,face_seg_0076.npy
0,face_seg_0077.npy
0,face_seg_0078.npy
0,face_seg_0079.npy
0,face_seg_0080.npy
0,face_seg_0081.npy
0,face_seg_0082.npy
0,face_seg_0083.npy
0,face_seg_0084.npy
0,face_seg_0085.npy
0,face_seg_0086.npy
0,face_seg_0087.npy
0,face_seg_0088.npy
0,face_seg_0089.npy
0,face_seg_0090.npy
0,face_seg_0091.npy
0,face_seg_0092.npy
0,face_seg_0093.npy
0,face_seg_0094.npy
0,face_seg_0095.npy
0,face_seg_0096.npy
0,face_seg_0097.npy
0,face_seg_0098.npy
0,face_seg_0099.npy
0,face_seg_0100.npy
0,face_seg_0101.npy
0,face_seg_0102.npy
0,face_seg_0103.npy
0,face_seg_0104.npy
0,face_seg_0105.npy
0,face_seg_0106.npy
0,face_seg_0107.npy
1,chair_seg_0000.npy
1,chair_seg_0001.npy
1,chair_seg_0002.npy
1,chair_seg_0003.npy
1,chair_seg_0004.npy
1,chair_seg_0005.npy
1,chair_seg_0006.npy
1,chair_seg_0007.npy
1,chair_seg_0008.npy
1,chair_seg_0009.npy
1,chair_seg_0010.npy
1,chair_seg_0011.npy
1,chair_seg_0012.npy
1,chair_seg_0013.npy
1,chair_seg_0014.npy
1,chair_seg_0015.npy
1,chair_seg_0016.npy
1,chair_seg_0017.npy
1,chair_seg_0018.npy
1,chair_seg_0019.npy
1,chair_seg_0020.npy
1,chair_seg_0021.npy
1,chair_seg_0022.npy
1,chair_seg_0023.npy
1,chair_seg_0024.npy
1,chair_seg_0025.npy
1,chair_seg_0026.npy
1,chair_seg_0027.npy
1,chair_seg_0028.npy
1,chair_seg_0029.npy
1,chair_seg_0030.npy
1,chair_seg_0031.npy
1,chair_seg_0032.npy
1,chair_seg_0033.npy
1,chair_seg_0034.npy
1,chair_seg_0035.npy
1,chair_seg_0036.npy
1,chair_seg_0037.npy
1,chair_seg_0038.npy
1,chair_seg_0039.npy
1,chair_seg_0040.npy
1,chair_seg_0041.npy
1,chair_seg_0042.npy
1,chair_seg_0043.npy
1,chair_seg_0044.npy
1,chair_seg_0045.npy
1,chair_seg_0046.npy
1,chair_seg_0047.npy
1,chair_seg_0048.npy
1,chair_seg_0049.npy
1,chair_seg_0050.npy
1,chair_seg_0051.npy
1,chair_seg_0052.npy
1,chair_seg_0053.npy
1,chair_seg_0054.npy
1,chair_seg_0055.npy
1,chair_seg_0056.npy
1,chair_seg_0057.npy
1,chair_seg_0058.npy
1,chair_seg_0059.npy
1,chair_seg_0060.npy
1,chair_seg_0061.npy
1,chair_seg_0062.npy
1,chair_seg_0063.npy
1,chair_seg_0064.npy
1,chair_seg_0065.npy
1,chair_seg_0066.npy
1,chair_seg_0067.npy
1,chair_seg_0068.npy
1,chair_seg_0069.npy
1,chair_seg_0070.npy
1,chair_seg_0071.npy
1,chair_seg_0072.npy
1,chair_seg_0073.npy
1,chair_seg_0074.npy
1,chair_seg_0075.npy
1,chair_seg_0076.npy
1,chair_seg_0077.npy
1,chair_seg_0078.npy
1,chair_seg_0079.npy
1,chair_seg_0080.npy
1,chair_seg_0081.npy
1,chair_seg_0082.npy
1,chair_seg_0083.npy
1,chair_seg_0084.npy
1,chair_seg_0085.npy
1,chair_seg_0086.npy
1,chair_seg_0087.npy
1,chair_seg_0088.npy
1,chair_seg_0089.npy
1,chair_seg_0090.npy
1,chair_seg_0091.npy
1,chair_seg_0092.npy
1,chair_seg_0093.npy
1,chair_seg_0094.npy
1,chair_seg_0095.npy
1,chair_seg_0096.npy
1,chair_seg_0097.npy
1,chair_seg_0098.npy
1,chair_seg_0099.npy
1,chair_seg_0100.npy
1,chair_seg_0101.npy
1,chair_seg_0102.npy
1,chair_seg_0103.npy
1,chair_seg_0104.npy
1,chair_seg_0105.npy
1,chair_seg_0106.npy
1,chair_seg_0107.npy
2,scissors_seg_0000.npy
2,scissors_seg_0001.npy
2,scissors_seg_0002.npy
2,scissors_seg_0003.npy
2,scissors_seg_0004.npy
2,scissors_seg_0005.npy
2,scissors_seg_0006.npy
2,scissors_seg_0007.npy
2,scissors_seg_0008.npy
2,scissors_seg_0009.npy
2,scissors_seg_0010.npy
2,scissors_seg_0011.npy
2,scissors_seg_0012.npy
2,scissors_seg_0013.npy
2,scissors_seg_0014.npy
2,scissors_seg_0015.npy
2,scissors_seg_0016.npy
2,scissors_seg_0017.npy
2,scissors_seg_0018.npy
2,scissors_seg_0019.npy
2,scissors_seg_0020.npy
2,scissors_seg_0021.npy
2,scissors_seg_0022.npy
2,scissors_seg_0023.npy
2,scissors_seg_0024.npy
2,scissors_seg_0025.npy
2,scissors_seg_0026.npy
2,scissors_seg_0027.npy
2,scissors_seg_0028.npy
2,scissors_seg_0029.npy
2,scissors_seg_0030.npy
2,scissors_seg_0031.npy
2,scissors_seg_0032.npy
2,scissors_seg_0033.npy
2,scissors_seg_0034.npy
2,scissors_seg_0035.npy
2,scissors_seg_0036.npy
2,scissors_seg_0037.npy
2,scissors_seg_0038.npy
2,scissors_seg_0039.npy
2,scissors_seg_0040.npy
2,scissors_seg_0041.npy
2,scissors_seg_0042.npy
2,scissors_seg_0043.npy
2,scissors_seg_0044.npy
2,scissors_seg_0045.npy
2,scissors_seg_0046.npy
