CellId,label,crop_raw,crop_seg
af726df3-a641-4cec-897c-5a5a3ce9d70f,blob,crop_raw/8cefb076_raw.ome.tif,crop_seg/1119158e_segmentation.ome.tif
89c3aabd-1a38-4ec8-ba26-ca86706a948c,blob,crop_raw/0480229d_raw.ome.tif,crop_seg/fc03204c_segmentation.ome.tif
591b317b-b6c4-4a7d-a602-494bb919e4e5,blob,crop_raw/5bba3b6a_raw.ome.tif,crop_seg/a79c4e8d_segmentation.ome.tif
2f71b11c-cf78-4285-9c19-f6702feeb225,blob,crop_raw/e60cc3bd_raw.ome.tif,crop_seg/dbd8fa8d_segmentation.ome.tif
f409a4ec-2141-492d-a506-9d0ed8f0f6c7,blob,crop_raw/8b1cc874_raw.ome.tif,crop_seg/70f426dd_segmentation.ome.tif
f383c156-1bc3-4c5d-83cb-42339d25e5c1,blob,crop_raw/7892c0e2_raw.ome.tif,crop_seg/c8685ee7_segmentation.ome.tif
1f47f77b-61f8-4dec-8a32-1cecc9ac7788,blob,crop_raw/b792a72b_raw.ome.tif,crop_seg/e6d61ff1_segmentation.ome.tif
b4be75df-7081-419b-9751-e013b76c81be,blob,crop_raw/a4e305a6_raw.ome.tif,crop_seg/ba537bdd_segmentation.ome.tif
8eda37e9-81c7-4a10-a17d-1aec35af93b2,blob,crop_raw/aad3e8ba_raw.ome.tif,crop_seg/25ea35ed_segmentation.ome.tif
5442944c-8657-41fc-9b03-a992d2ab3e34,blob,crop_raw/eeaf707a_raw.ome.tif,crop_seg/0a8e2cbf_segmentation.ome.tif
1c73829a-3c70-4c4f-bb4c-845aab14ea30,blob,crop_raw/9b676cf6_raw.ome.tif,crop_seg/54cfefcb_segmentation.ome.tif
7bfb5b24-bbfe-4fad-bef9-57a9449c0924,blob,crop_raw/d16969d0_raw.ome.tif,crop_seg/4532b785_segmentation.ome.tif
c4c85167-e6e6-4a22-910e-b7a17b40f24d,blob,crop_raw/4f34e0b6_raw.ome.tif,crop_seg/edba0c4d_segmentation.ome.tif
0a76063c-a4fd-4d61-b070-6895602d0a99,blob,crop_raw/a1035f0b_raw.ome.tif,crop_seg/97e5c46d_segmentation.ome.tif
08f33ad1-452f-4025-a8e6-04affc10d804,blob,crop_raw/2a5630ed_raw.ome.tif,crop_seg/ed150c1f_segmentation.ome.tif
ceb9b52e-020c-492e-958d-b9861c5cf29d,blob,crop_raw/1fcd559d_raw.ome.tif,crop_seg/cb1ee86e_segmentation.ome.tif
39b5eca7-4c0e-4af0-8faf-ca715d5b43fd,blob,crop_raw/931df14a_raw.ome.tif,crop_seg/51871570_segmentation.ome.tif
122dfe6f-4e9d-4550-8b43-c7b4369265d7,blob,crop_raw/3fe22a81_raw.ome.tif,crop_seg/109d55c4_segmentation.ome.tif
e990b595-6011-460e-851e-2c1134881ef4,blob,crop_raw/ba6b3845_raw.ome.tif,crop_seg/0ed92cf2_segmentation.ome.tif
df3b0559-da16-4800-a7e9-8e4bdbe8067e,blob,crop_raw/b9d52755_raw.ome.tif,crop_seg/acb234ec_segmentation.ome.tif
9a31af17-472c-487a-85d7-8e6133fff8a6,dead,crop_raw/70c1e43c_raw.ome.tif,crop_seg/18a22232_segmentation.ome.tif
d6aaf44d-0fc8-4c25-a022-9c5e0b2935f2,dead,crop_raw/1a9c1277_raw.ome.tif,crop_seg/443468fe_segmentation.ome.tif
c31454ad-a627-4f8f-841c-02a194c7fe6f,dead,crop_raw/a9d3cdec_raw.ome.tif,crop_seg/7dde43bf_segmentation.ome.tif
9d636f2c-a48c-4221-b8fe-c5265ca4ce22,dead,crop_raw/d455c05c_raw.ome.tif,crop_seg/97a6d949_segmentation.ome.tif
5838d723-e68a-4571-b988-4732016d17a4,dead,crop_raw/56d3c500_raw.ome.tif,crop_seg/95675415_segmentation.ome.tif
8dee3798-33df-42ed-944a-8d0b3db51f8c,dead,crop_raw/5bef05b0_raw.ome.tif,crop_seg/ab492e03_segmentation.ome.tif
b35d72dd-96e8-46e3-a899-d5d7b47149d4,dead,crop_raw/bfb23b12_raw.ome.tif,crop_seg/efe9fb3f_segmentation.ome.tif
7d651336-8ae1-41c2-8c13-dc400fabd668,dead,crop_raw/5e47a580_raw.ome.tif,crop_seg/ee60530f_segmentation.ome.tif
a9b9c8cc-ef13-4d96-9342-8fa006f2b45c,dead,crop_raw/97ae37c7_raw.ome.tif,crop_seg/b83848e3_segmentation.ome.tif
c7c7fc2c-4b0d-4de9-b264-e3e2551a0201,dead,crop_raw/f3cbc372_raw.ome.tif,crop_seg/61a3869c_segmentation.ome.tif
cae47590-057e-4a30-a259-6e5090545e10,dead,crop_raw/7fd1faeb_raw.ome.tif,crop_seg/253c5dbe_segmentation.ome.tif
adee28fd-f3bc-4ef3-98f1-981c08c65e19,dead,crop_raw/d6827cad_raw.ome.tif,crop_seg/d0e33546_segmentation.ome.tif
9086f997-99b9-4b36-8b92-fd349d8a8a33,dead,crop_raw/8292dabf_raw.ome.tif,crop_seg/f3cfa88a_segmentation.ome.tif
76697368-e29f-4519-88fb-212d45c89a98,dead,crop_raw/3c8c93d1_raw.ome.tif,crop_seg/47171544_segmentation.ome.tif
d4914987-67b4-47c6-a029-5360af02665a,dead,crop_raw/8bed844e_raw.ome.tif,crop_seg/bdb9e149_segmentation.ome.tif
fb04bce0-4c5a-4927-9ee8-fe4b1518cc60,dead,crop_raw/f479dc59_raw.ome.tif,crop_seg/cb9a3956_segmentation.ome.tif
92a912f7-d93e-48cd-86c2-62bcb991cf6e,dead,crop_raw/a2a31f29_raw.ome.tif,crop_seg/0be6f0e8_segmentation.ome.tif
56ca3251-b16d-4185-8617-74764f542ed4,dead,crop_raw/e91bb3d1_raw.ome.tif,crop_seg/c161696d_segmentation.ome.tif
bcf6dfad-4e39-493d-a788-4ff892552978,dead,crop_raw/3e9e53c4_raw.ome.tif,crop_seg/b0277068_segmentation.ome.tif
7a7cd5ac-fbab-45f5-9af5-8e09cb6113c2,dead,crop_raw/50fe0ed7_raw.ome.tif,crop_seg/b36f14cd_segmentation.ome.tif
69d209b4-f5bb-46ce-a8d8-b98e2e1d3668,dead,crop_raw/6bff1728_raw.ome.tif,crop_seg/acee46ba_segmentation.ome.tif
aa4c27f5-5bc1-43df-9d5d-6d3155123cce,dead,crop_raw/83ba190e_raw.ome.tif,crop_seg/52d38e8b_segmentation.ome.tif
1f8adc61-f9a0-4262-881c-93c66359cedc,dead,crop_raw/2c61a5e4_raw.ome.tif,crop_seg/93c0fa05_segmentation.ome.tif
ae67108a-b8ea-4473-98aa-e24c882dc8a0,dead,crop_raw/8fc1d194_raw.ome.tif,crop_seg/06d48b74_segmentation.ome.tif
45c3382d-6ead-4af2-bcd1-96231773f77a,dead,crop_raw/c5095ef8_raw.ome.tif,crop_seg/fe4a5eca_segmentation.ome.tif
dd79b9e4-85e2-4411-a72d-a5b41afda823,dead,crop_raw/2c87c3d6_raw.ome.tif,crop_seg/36d411e0_segmentation.ome.tif
6cdb620b-1944-4306-807c-6128a790b395,dead,crop_raw/e45dc9ea_raw.ome.tif,crop_seg/be59c93a_segmentation.ome.tif
9b5df570-7798-4291-aafe-75d06280102c,dead,crop_raw/f7a36525_raw.ome.tif,crop_seg/0b3c2a50_segmentation.ome.tif
9287b258-3ba1-4cef-95d6-2faba832c29d,dead,crop_raw/4481c403_raw.ome.tif,crop_seg/79cbd618_segmentation.ome.tif
971b35b7-6e7e-48dc-bfcb-7c8b03fff900,dead,crop_raw/a0879771_raw.ome.tif,crop_seg/b78e1e3d_segmentation.ome.tif
727d8674-fb85-47cd-a37b-4611512e7040,dead,crop_raw/adae47e6_raw.ome.tif,crop_seg/1d6cbda0_segmentation.ome.tif
3b493c94-7c0f-45f1-b9d8-d9e5146f51d6,dead,crop_raw/ff2bb0a1_raw.ome.tif,crop_seg/17474dc1_segmentation.ome.tif
e64935ad-bbd5-46a7-8734-01d790edb52d,dead,crop_raw/356aecc0_raw.ome.tif,crop_seg/5ccf3e75_segmentation.ome.tif
086c1ce7-f94d-4508-aff1-76e69de8090f,dead,crop_raw/6b169aec_raw.ome.tif,crop_seg/50ef5829_segmentation.ome.tif
3974b72f-7e88-4789-b37f-37aaab98710f,dead,crop_raw/eaeac22a_raw.ome.tif,crop_seg/c15ed88e_segmentation.ome.tif
7cb6e9ce-ea6f-43e3-bd30-ad76cb129555,dead,crop_raw/adf582a9_raw.ome.tif,crop_seg/673795d3_segmentation.ome.tif
88804f71-0dd8-481c-bf3e-5e0dc72e346f,dead,crop_raw/0ff9272b_raw.ome.tif,crop_seg/e3ac604c_segmentation.ome.tif
efa03e34-8bef-48d0-970b-b8fd462fc5ff,dead,crop_raw/ae0afb30_raw.ome.tif,crop_seg/a097cc9c_segmentation.ome.tif
5493f15d-965a-40a1-ae78-6ab0096121dc,dead,crop_raw/3e0150e4_raw.ome.tif,crop_seg/034e9e81_segmentation.ome.tif
cc9cbb69-1537-455a-ab1a-0f6cf34be727,dead,crop_raw/f1c21f81_raw.ome.tif,crop_seg/6a589a93_segmentation.ome.tif
e9e63a67-b4bf-4a38-9962-1c78bd0ffd29,dead,crop_raw/e2dacfde_raw.ome.tif,crop_seg/fa3b0d68_segmentation.ome.tif
434e0fb4-d011-42ce-9b06-0a5d057e850b,dead,crop_raw/ff43c428_raw.ome.tif,crop_seg/929fa176_segmentation.ome.tif
0462b32d-3d51-4292-ac23-aac9567d2b6e,dead,crop_raw/323fe970_raw.ome.tif,crop_seg/a01913a0_segmentation.ome.tif
6f2ff49a-9c08-426d-80be-713d8de1934c,dead,crop_raw/14f101a9_raw.ome.tif,crop_seg/f7e569a2_segmentation.ome.tif
4ae48f81-259d-4118-8390-d52598928b20,dead,crop_raw/888c5442_raw.ome.tif,crop_seg/64df1c03_segmentation.ome.tif
db150315-25af-4df8-8d4d-813b26c34a98,dead,crop_raw/9b82f60c_raw.ome.tif,crop_seg/df8b5f52_segmentation.ome.tif
4763275d-80fb-4081-a798-f85ff1266b3e,dead,crop_raw/230bc270_raw.ome.tif,crop_seg/38040611_segmentation.ome.tif
c2918db1-c8b3-4357-8b58-1993d542ed23,dead,crop_raw/d219bfa4_raw.ome.tif,crop_seg/53797c2a_segmentation.ome.tif
2021cc22-43bc-4fc4-9345-456ac966208e,dead,crop_raw/5d1442ef_raw.ome.tif,crop_seg/249b0dd3_segmentation.ome.tif
7c38345e-4e98-47b2-b27a-fcd8fca79cee,dead,crop_raw/d6becfc7_raw.ome.tif,crop_seg/b199fa45_segmentation.ome.tif
1cfd420e-c8e3-4ab4-aaa9-d1b654f81579,dead,crop_raw/0984c6b0_raw.ome.tif,crop_seg/ec1c7ec3_segmentation.ome.tif
