filename,label
Circle_51935dc0-de60-11ee-a3e7-96da560f1f53.png,1
Square_73682d04-de60-11ee-a3e7-96da560f1f53.png,2
Pentagon_96d01842-de60-11ee-a3e7-96da560f1f53.png,4
Pentagon_95da282e-de60-11ee-a3e7-96da560f1f53.png,4
Square_652aff96-de60-11ee-a3e7-96da560f1f53.png,2
Hexagon_b1bbc2c8-de60-11ee-a3e7-96da560f1f53.png,5
Pentagon_8e224846-de60-11ee-a3e7-96da560f1f53.png,4
Star_829e951a-de60-11ee-a3e7-96da560f1f53.png,3
Square_68062cd6-de60-11ee-a3e7-96da560f1f53.png,2
Star_8549f750-de60-11ee-a3e7-96da560f1f53.png,3
Triangle_4a7e1aa2-de60-11ee-a3e7-96da560f1f53.png,0
Star_7bcdb4fa-de60-11ee-a3e7-96da560f1f53.png,3
Circle_61be8ada-de60-11ee-a3e7-96da560f1f53.png,1
Triangle_3c30a88e-de60-11ee-a3e7-96da560f1f53.png,0
Triangle_462b86d8-de60-11ee-a3e7-96da560f1f53.png,0
Square_672f72fe-de60-11ee-a3e7-96da560f1f53.png,2
Triangle_3f51d1d2-de60-11ee-a3e7-96da560f1f53.png,0
Square_734970c6-de60-11ee-a3e7-96da560f1f53.png,2
Hexagon_af3b19a4-de60-11ee-a3e7-96da560f1f53.png,5
Star_7ad5330c-de60-11ee-a3e7-96da560f1f53.png,3
Pentagon_928d15be-de60-11ee-a3e7-96da560f1f53.png,4
Triangle_45054906-de60-11ee-a3e7-96da560f1f53.png,0
Triangle_4c47ae98-de60-11ee-a3e7-96da560f1f53.png,0
Hexagon_a9f15cb0-de60-11ee-a3e7-96da560f1f53.png,5
Triangle_435f4836-de60-11ee-a3e7-96da560f1f53.png,0
Hexagon_a3993f86-de60-11ee-a3e7-96da560f1f53.png,5
Pentagon_8eccf8a4-de60-11ee-a3e7-96da560f1f53.png,4
Triangle_3c25fc54-de60-11ee-a3e7-96da560f1f53.png,0
Pentagon_8d2bec94-de60-11ee-a3e7-96da560f1f53.png,4
Pentagon_9dc5ab30-de60-11ee-a3e7-96da560f1f53.png,4
Triangle_3d29e7f0-de60-11ee-a3e7-96da560f1f53.png,0
Circle_58b8abbe-de60-11ee-a3e7-96da560f1f53.png,1
Circle_5e23edca-de60-11ee-a3e7-96da560f1f53.png,1
Star_84857362-de60-11ee-a3e7-96da560f1f53.png,3
Pentagon_90e84c24-de60-11ee-a3e7-96da560f1f53.png,4
Square_668beb34-de60-11ee-a3e7-96da560f1f53.png,2
Star_84a46fd8-de60-11ee-a3e7-96da560f1f53.png,3
Pentagon_90203d92-de60-11ee-a3e7-96da560f1f53.png,4
Star_8447861a-de60-11ee-a3e7-96da560f1f53.png,3
Triangle_3aa2f4d6-de60-11ee-a3e7-96da560f1f53.png,0
Hexagon_ab70b1a8-de60-11ee-a3e7-96da560f1f53.png,5
Square_6d5e443e-de60-11ee-a3e7-96da560f1f53.png,2
Star_7bc891a0-de60-11ee-a3e7-96da560f1f53.png,3
Circle_57de1ea4-de60-11ee-a3e7-96da560f1f53.png,1
Star_81e46d52-de60-11ee-a3e7-96da560f1f53.png,3
Star_770d7478-de60-11ee-a3e7-96da560f1f53.png,3
Triangle_3c10fa84-de60-11ee-a3e7-96da560f1f53.png,0
Circle_4de6df6c-de60-11ee-a3e7-96da560f1f53.png,1
Hexagon_a432ef32-de60-11ee-a3e7-96da560f1f53.png,5
Circle_5790d568-de60-11ee-a3e7-96da560f1f53.png,1
Triangle_4ccc42f2-de60-11ee-a3e7-96da560f1f53.png,0
Circle_5fc0ffc4-de60-11ee-a3e7-96da560f1f53.png,1
Triangle_4ada2518-de60-11ee-a3e7-96da560f1f53.png,0
Hexagon_a04687f8-de60-11ee-a3e7-96da560f1f53.png,5
Triangle_43021328-de60-11ee-a3e7-96da560f1f53.png,0
Square_6a78c6ea-de60-11ee-a3e7-96da560f1f53.png,2
Triangle_4621224c-de60-11ee-a3e7-96da560f1f53.png,0
